pl_name,pl_letter,hostname,hd_name,hip_name,sy_dist,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,discoverymethod,disc_year,ra,dec
"GJ 180 c","c","GJ 180",,"HIP 22762",11.94070000,0.1290000000,24.32900000000,0.090000,2.41000000,6.40000000,,"Radial Velocity",2014,73.4600970,-17.7761940
"GJ 180 d","d","GJ 180",,"HIP 22762",11.94070000,0.3090000000,106.30000000000,0.140000,2.66000000,7.56000000,,"Radial Velocity",2020,73.4600970,-17.7761940
"GJ 806 b","b","GJ 806",,"HIP 102401",12.04450000,0.0140600000,0.92632370000,,1.33100000,1.90000000,940.00,"Transit",2023,311.2697002,44.5002351
"GJ 806 c","c","GJ 806",,"HIP 102401",12.04450000,0.0523000000,6.64064000000,,2.28000000,5.80000000,490.00,"Radial Velocity",2023,311.2697002,44.5002351
"Gliese 12 b","b","Gliese 12",,,12.21000000,0.0670000000,12.76141800000,0.240000,0.93000000,0.95000000,314.60,"Transit",2024,3.9579137,13.5576175
"GJ 179 b","b","GJ 179",,"HIP 22627",12.35600000,2.4100000000,2288.00000000000,0.210000,13.80000000,301.93698665,,"Radial Velocity",2009,73.0245495,6.4752347
"TRAPPIST-1 b","b","TRAPPIST-1",,,12.42988881,0.0115400000,1.51082600000,0.006220,1.11600000,1.37400000,397.60,"Transit",2016,346.6263919,-5.0434618
"TRAPPIST-1 c","c","TRAPPIST-1",,,12.42988881,0.0158000000,2.42193700000,0.006540,1.09700000,1.30800000,339.70,"Transit",2016,346.6263919,-5.0434618
"TRAPPIST-1 d","d","TRAPPIST-1",,,12.42988881,0.0222700000,4.04921900000,0.008370,0.78800000,0.38800000,286.20,"Transit",2016,346.6263919,-5.0434618
"TRAPPIST-1 e","e","TRAPPIST-1",,,12.42988881,0.0292500000,6.10101300000,0.005100,0.92000000,0.69200000,249.70,"Transit",2017,346.6263919,-5.0434618
"TRAPPIST-1 f","f","TRAPPIST-1",,,12.42988881,0.0384900000,9.20754000000,0.010070,1.04500000,1.03900000,217.70,"Transit",2017,346.6263919,-5.0434618
"TRAPPIST-1 g","g","TRAPPIST-1",,,12.42988881,0.0468300000,12.35244600000,0.002080,1.12900000,1.32100000,197.30,"Transit",2017,346.6263919,-5.0434618
"TRAPPIST-1 h","h","TRAPPIST-1",,,12.42988881,0.0618900000,18.77286600000,0.005670,0.75500000,0.32600000,171.70,"Transit",2017,346.6263919,-5.0434618
"55 Cnc B b","b","55 Cnc B",,,12.47730000,0.0440000000,6.79940000000,0.000000,1.69000000,3.50000000,,"Radial Velocity",2025,133.1679080,28.3152863
"55 Cnc B c","c","55 Cnc B",,,12.47730000,0.1300000000,33.74700000000,0.000000,2.16000000,5.30000000,,"Radial Velocity",2025,133.1679080,28.3152863
"LHS 475 b","b","LHS 475",,,12.48140000,0.0203700000,2.02908800000,0.000000,0.99100000,0.94100000,586.00,"Transit",2023,290.2379403,-82.5597883
"HD 69830 b","b","HD 69830","HD 69830","HIP 40693",12.55910000,0.0785000000,8.66700000000,0.100000,3.17000000,10.20000000,,"Radial Velocity",2006,124.6010091,-12.6364246
"HD 69830 c","c","HD 69830","HD 69830","HIP 40693",12.55910000,0.1860000000,31.56000000000,0.130000,3.46000000,11.80000000,,"Radial Velocity",2006,124.6010091,-12.6364246
"HD 69830 d","d","HD 69830","HD 69830","HIP 40693",12.55910000,0.6300000000,197.00000000000,0.070000,4.45000000,18.10000000,,"Radial Velocity",2006,124.6010091,-12.6364246
"55 Cnc b","b","55 Cnc","HD 75732","HIP 43587",12.58550000,0.1180000000,14.65155200000,0.002900,13.90000000,263.97850000,700.00,"Radial Velocity",1996,133.1468373,28.3298154
"55 Cnc c","c","55 Cnc","HD 75732","HIP 43587",12.58550000,0.2470000000,44.39360000000,0.088000,8.51000000,54.47380000,,"Radial Velocity",2004,133.1468373,28.3298154
"55 Cnc d","d","55 Cnc","HD 75732","HIP 43587",12.58550000,5.6000000000,4799.00000000000,0.091300,13.00000000,1232.49300000,,"Radial Velocity",2002,133.1468373,28.3298154
"55 Cnc e","e","55 Cnc","HD 75732","HIP 43587",12.58550000,0.0154400000,0.73654740000,0.050000,1.87500000,7.99000000,1958.00,"Radial Velocity",2004,133.1468373,28.3298154
"55 Cnc f","f","55 Cnc","HD 75732","HIP 43587",12.58550000,0.8020000000,260.58000000000,0.063000,7.59000000,44.81200000,,"Radial Velocity",2007,133.1468373,28.3298154
"GJ 1132 b","b","GJ 1132",,,12.61300000,0.0157000000,1.62892911000,0.011800,1.19151465,1.83704819,583.80,"Transit",2015,153.7090696,-47.1549358
"GJ 1132 c","c","GJ 1132",,,12.61300000,0.0476000000,8.92900000000,0.270000,1.43000000,2.64000000,300.00,"Radial Velocity",2018,153.7090696,-47.1549358
"GJ 422 b","b","GJ 422","HD 304043","HIP 55042",12.66310000,0.1110000000,20.12900000000,0.110000,3.33000000,11.07000000,,"Radial Velocity",2014,168.9810458,-57.5425629
"VHS J125601.92-125723.9 b","b","VHS J125601.92-125723.9",,,12.70000000,350.0000000000,5800000.00000000000,0.680000,13.67495645,5085.25451200,1194.00,"Imaging",2015,194.0089640,-12.9560310
"HD 190007 b","b","HD 190007","HD 190007","HIP 98698",12.71410000,0.0920000000,11.72412800000,0.136000,4.06000000,15.50000000,,"Radial Velocity",2020,300.6956339,3.3266992
"HD 101581 b","b","HIP 56998","HD 101581","HIP 56998",12.77810000,0.0460000000,4.46569000000,,0.95600000,0.82700000,834.00,"Transit",2025,175.2563039,-44.4041485
"HD 101581 c","c","HIP 56998","HD 101581","HIP 56998",12.77810000,0.0573000000,6.20401000000,,0.99000000,0.93700000,747.00,"Transit",2025,175.2563039,-44.4041485
"HD 147513 b","b","HD 147513","HD 147513","HIP 80337",12.90320000,1.3200000000,528.40000000000,0.260000,13.70000000,385.00000000,,"Radial Velocity",2003,246.0057894,-39.1929661
"HD 40307 b","b","HD 40307","HD 40307","HIP 27887",12.93630000,0.0468000000,4.31230000000,0.200000,,1188.99607059,910.00,"Radial Velocity",2009,88.5172191,-60.0237289
"HD 40307 c","c","HD 40307","HD 40307","HIP 27887",12.93630000,0.0799000000,9.61840000000,0.060000,,1868.51320475,696.00,"Radial Velocity",2009,88.5172191,-60.0237289
"HD 40307 d","d","HD 40307","HD 40307","HIP 27887",12.93630000,0.1321000000,20.43200000000,0.070000,,1775.38948150,541.00,"Radial Velocity",2009,88.5172191,-60.0237289
"HD 40307 f","f","HD 40307","HD 40307","HIP 27887",12.93630000,0.2470000000,51.76000000000,0.020000,2.13000000,5.20000000,398.00,"Radial Velocity",2013,88.5172191,-60.0237289
"HD 40307 g","g","HD 40307","HD 40307","HIP 27887",12.93630000,0.6000000000,197.80000000000,0.290000,2.56000000,7.10000000,255.00,"Radial Velocity",2013,88.5172191,-60.0237289
"HD 211970 b","b","HD 211970","HD 211970","HIP 110443",13.12770000,0.1430000000,25.20100000000,0.150000,3.66000000,13.00000000,,"Radial Velocity",2019,335.5661579,-54.5596006
"ups And b","b","ups And","HD 9826","HIP 7513",13.40540000,0.0592216600,4.61703300000,0.021500,14.00000000,218.53100000,,"Radial Velocity",1996,24.1983534,41.4038147
"ups And c","c","ups And","HD 9826","HIP 7513",13.40540000,0.8277740000,241.25800000000,0.259600,12.30000000,4443.24112986,,"Radial Velocity",1999,24.1983534,41.4038147
"ups And d","d","ups And","HD 9826","HIP 7513",13.40540000,2.5132900000,1276.46000000000,0.298700,12.50000000,3257.74117175,,"Radial Velocity",1999,24.1983534,41.4038147
"HD 22496 b","b","HD 22496","HD 22496","HIP 16711",13.59560000,0.0510000000,5.09071000000,,2.22000000,5.57000000,573.00,"Radial Velocity",2021,53.7565398,-48.4178173
"GJ 3779 b","b","GJ 3779",,,13.74300000,0.0260000000,3.02320000000,0.070000,2.75000000,8.00000000,,"Radial Velocity",2018,200.7335358,24.4639425
"47 UMa b","b","47 UMa","HD 95128","HIP 53721",13.79670000,2.1000000000,1078.00000000000,0.032000,13.20000000,804.08000000,,"Radial Velocity",1996,164.8647611,40.4304931
"47 UMa c","c","47 UMa","HD 95128","HIP 53721",13.79670000,3.6000000000,2391.00000000000,0.098000,14.20000000,171.62100000,,"Radial Velocity",2001,164.8647611,40.4304931
"47 UMa d","d","47 UMa","HD 95128","HIP 53721",13.79670000,11.6000000000,14002.00000000000,0.160000,13.50000000,521.22000000,,"Radial Velocity",2009,164.8647611,40.4304931
"TOI-540 b","b","TOI-540",,,14.00220000,0.0122300000,1.23914910000,0.000000,0.90300000,0.67400000,611.00,"Transit",2020,76.3096949,-47.9375391
"gam Cep b","b","gam Cep","HD 222404","HIP 116727",14.10240000,2.1300000000,913.00000000000,0.150000,12.70000000,2097.66748620,,"Radial Velocity",2003,354.8358233,77.6331009
"GJ 480 b","b","GJ 480",,"HIP 61706",14.23580000,0.0680000000,9.55360000000,0.000000,2.91000000,8.80000000,406.00,"Radial Velocity",2020,189.7134226,11.6950708
"GJ 685 b","b","GJ 685",,"HIP 86087",14.31550000,0.1344000000,24.16000000000,0.000000,2.95000000,9.00000000,,"Radial Velocity",2019,263.8960378,61.6793482
"CWISEP J193518.59-154620.3 b","b","CWISEP J193518.59-154620.3",,,14.43000000,2.4800000000,,,12.20000000,4926.34030850,390.00,"Imaging",2025,293.8262172,-15.7725727
"HIP 79431 b","b","HIP 79431",,"HIP 79431",14.53240000,0.3600000000,111.70000000000,0.290000,13.40000000,667.41500000,,"Radial Velocity",2009,243.1742467,-18.8764247
"GJ 1214 b","b","GJ 1214",,,14.64270000,0.0150500000,1.58040453100,0.006200,2.73300000,8.41000000,567.00,"Transit",2009,258.8313991,4.9606795
"HD 136352 b","b","HD 136352","HD 136352","HIP 75181",14.68200000,0.0964000000,11.57797000000,0.000000,1.66400000,4.72000000,905.00,"Radial Velocity",2019,230.4401147,-48.3188174
"HD 136352 c","c","HD 136352","HD 136352","HIP 75181",14.68200000,0.1721000000,27.59221000000,0.000000,2.91600000,11.24000000,677.00,"Radial Velocity",2019,230.4401147,-48.3188174
"HD 136352 d","d","HD 136352","HD 136352","HIP 75181",14.68200000,0.4250000000,107.24500000000,0.000000,2.56200000,8.82000000,431.00,"Radial Velocity",2019,230.4401147,-48.3188174
"LHS 3844 b","b","LHS 3844",,,14.88460000,0.0062400000,0.46292970900,0.000000,1.28600000,2.37000000,816.00,"Transit",2019,340.4962038,-69.1721081
"HD 86728 b","b","HD 86728","HD 86728","HIP 49081",14.92020000,0.1916000000,31.15150000000,0.067000,3.03000000,9.43000000,,"Radial Velocity",2025,150.2500540,31.9218216
"Gl 378 b","b","Gl 378",,"HIP 49189",14.95450000,0.0394350000,3.82200000000,0.109000,3.66000000,13.02000000,830.00,"Radial Velocity",2019,150.5865513,48.0824515
"LHS 1140 b","b","LHS 1140",,,14.98610000,0.0946000000,24.73723000000,0.043000,1.73000000,5.60000000,226.00,"Transit",2017,11.2486320,-15.2741085
"LHS 1140 c","c","LHS 1140",,,14.98610000,0.0270000000,3.77794000000,0.050000,1.27200000,1.91000000,422.00,"Transit",2018,11.2486320,-15.2741085
"GJ 163 b","b","GJ 163",,"HIP 19394",15.12850000,0.0607000000,8.63182000000,0.073000,3.25000000,10.60000000,,"Radial Velocity",2013,62.3228353,-53.3711768
"GJ 163 c","c","GJ 163",,"HIP 19394",15.12850000,0.1254000000,25.63058000000,0.099000,2.50000000,6.80000000,,"Radial Velocity",2013,62.3228353,-53.3711768
"GJ 163 d","d","GJ 163",,"HIP 19394",15.12850000,1.0304000000,603.95116000000,0.373000,5.92000000,29.40000000,,"Radial Velocity",2013,62.3228353,-53.3711768
"GJ 317 b","b","GJ 317",,,15.19680000,1.1380000000,695.69000000000,0.082600,13.30000000,794.50000000,,"Radial Velocity",2007,130.2445254,-23.4528090
"GJ 317 c","c","GJ 317",,,15.19680000,5.0400000000,6500.00000000000,0.217000,13.60000000,454.49462201,,"Radial Velocity",2018,130.2445254,-23.4528090
"GJ 238 b","b","GJ 238",,"HIP 31300",15.21420000,0.0212300000,1.74469990000,,0.56600000,0.12600000,758.00,"Transit",2024,98.4548810,-58.5250316
"HD 238090 b","b","HD 238090","HD 238090","HIP 59514",15.23540000,0.0932000000,13.67100000000,0.300000,2.52000000,6.89000000,469.60,"Radial Velocity",2020,183.0886375,54.4861530
"HD 140901 b","b","HD 140901","HD 140901","HIP 77358",15.25280000,0.0850000000,9.02378000000,0.472000,4.07000000,15.57359194,,"Radial Velocity",2022,236.8689866,-37.9172333
"HD 140901 c","c","HD 140901","HD 140901","HIP 77358",15.25280000,11.8000000000,14386.00000000000,0.770000,13.40000000,572.09113260,,"Radial Velocity",2022,236.8689866,-37.9172333
"51 Peg b","b","51 Peg","HD 217014","HIP 113357",15.46140000,0.0527000000,4.23078500000,0.013000,14.30000000,146.20180000,,"Radial Velocity",1995,344.3675399,20.7690958
"TYC 2187-512-1 b","b","TYC 2187-512-1",,,15.47440000,1.2200000000,691.90000000000,0.050000,12.50000000,104.88337431,,"Radial Velocity",2022,320.5266829,22.9319351
"GJ 720 A b","b","GJ 720 A",,"HIP 91128",15.55750000,0.1190000000,19.46600000000,0.120000,3.77000000,13.64000000,401.00,"Radial Velocity",2021,278.8294172,45.7456038
"HD 160691 b","b","HD 160691","HD 160691","HIP 86796",15.59810000,1.5000000000,645.00000000000,0.050500,,1366.66215010,,"Radial Velocity",2000,266.0361585,-51.8348751
"HD 160691 c","c","HD 160691","HD 160691","HIP 86796",15.59810000,4.1700000000,3947.00000000000,0.039000,,1398.44499080,,"Radial Velocity",2004,266.0361585,-51.8348751
"HD 160691 d","d","HD 160691","HD 160691","HIP 86796",15.59810000,0.0952000000,9.63920000000,0.000000,3.23000000,10.49000000,900.00,"Radial Velocity",2004,266.0361585,-51.8348751
"HD 160691 e","e","HD 160691","HD 160691","HIP 86796",15.59810000,0.9600000000,307.90000000000,0.066600,,2224.79884900,,"Radial Velocity",2006,266.0361585,-51.8348751
"tau Boo b","b","tau Boo","HD 120136","HIP 67275",15.65210000,0.0490000000,3.31245680000,0.011000,12.80000000,1891.00000000,,"Radial Velocity",1996,206.8134593,17.4571647
"LHS 3154 b","b","LHS 3154",,,15.76060000,0.0226200000,3.71778000000,0.076000,3.69000000,13.15000000,,"Radial Velocity",2023,241.6367309,40.9068221
"GJ 3929 b","b","GJ 3929",,,15.80950000,0.0252000000,2.61623500000,0.000000,1.09000000,1.75000000,568.00,"Transit",2022,239.5775678,35.4081141
"GJ 3929 c","c","GJ 3929",,,15.80950000,0.0810000000,15.04000000000,0.000000,2.26000000,5.71000000,317.00,"Radial Velocity",2022,239.5775678,35.4081141
"GJ 9773 b","b","GJ 9773",,"HIP 109638",15.92110000,2.9210000000,2965.00000000000,0.218000,14.20000000,172.58082500,,"Radial Velocity",2025,333.1502333,8.5503355
"HD 190360 b","b","HD 190360","HD 190360","HIP 98767",16.00690000,3.9630000000,2892.00000000000,0.318400,13.50000000,533.95172376,150.00,"Radial Velocity",2003,300.9092476,29.8945410
"HD 190360 c","c","HD 190360","HD 190360","HIP 98767",16.00690000,0.1296000000,17.11730000000,0.165000,5.44000000,25.42627256,,"Radial Velocity",2005,300.9092476,29.8945410
"G 264-012 b","b","G 264-012",,,16.00900000,0.0227900000,2.30538000000,,1.39000000,2.50000000,587.00,"Radial Velocity",2021,326.6719598,66.8038480
"G 264-012 c","c","G 264-012",,,16.00900000,0.0525000000,8.05180000000,,1.76000000,3.75000000,387.00,"Radial Velocity",2021,326.6719598,66.8038480
"GJ 676 A b","b","GJ 676 A",,"HIP 85647",16.02720000,1.7350000000,1051.44521000000,0.319000,12.80000000,1840.86213334,,"Radial Velocity",2010,262.5448903,-51.6377777
"GJ 676 A c","c","GJ 676 A",,"HIP 85647",16.02720000,9.7260000000,13921.42302000000,0.295000,12.30000000,4288.14086724,,"Radial Velocity",2016,262.5448903,-51.6377777
"GJ 676 A d","d","GJ 676 A",,"HIP 85647",16.02720000,0.0390000000,3.60076000000,0.192000,1.78000000,3.81394088,,"Radial Velocity",2012,262.5448903,-51.6377777
"GJ 676 A e","e","GJ 676 A",,"HIP 85647",16.02720000,0.1810000000,35.47358000000,0.152000,2.47000000,6.67439655,,"Radial Velocity",2012,262.5448903,-51.6377777
"HD 113538 b","b","HD 113538","HD 113538","HIP 63833",16.28170000,1.2400000000,663.20000000000,0.140000,13.20000000,114.41000000,,"Radial Velocity",2010,196.2339330,-52.4463502
"HD 113538 c","c","HD 113538","HD 113538","HIP 63833",16.28170000,2.4400000000,1818.00000000000,0.200000,13.80000000,295.57000000,,"Radial Velocity",2010,196.2339330,-52.4463502
"GJ 143 b","b","GJ 143","HD 21749","HIP 16069",16.32000000,0.1915000000,35.61253000000,0.188000,2.61000000,22.70000000,422.00,"Transit",2019,51.7501882,-63.5001660
"HD 21749 c","c","GJ 143","HD 21749","HIP 16069",16.32000000,0.0695000000,7.78993000000,,0.89200000,3.70000000,701.00,"Transit",2019,51.7501882,-63.5001660
"HD 128311 b","b","HD 128311","HD 128311","HIP 71395",16.32920000,1.0840000000,453.01900000000,0.303000,13.50000000,562.24127000,,"Radial Velocity",2002,219.0032292,9.7454368
"HD 128311 c","c","HD 128311","HD 128311","HIP 71395",16.32920000,1.7400000000,921.53800000000,0.159000,13.00000000,1204.25787000,,"Radial Velocity",2005,219.0032292,9.7454368
"GJ 3082 b","b","GJ 3082",,"HIP 5812",16.61860000,0.0790000000,11.94900000000,0.220000,2.79000000,8.20000000,,"Radial Velocity",2020,18.6432425,-53.9407751
"GJ 508.2 b","b","GJ 508.2",,"HIP 65143",16.63740000,4.8500000000,5300.00000000000,0.270000,,587.98255295,,"Radial Velocity",2025,200.2443854,34.2776644
"HD 48948 b","b","HD 48948","HD 48948","HIP 32769",16.90430000,0.0652000000,7.34013000000,0.055000,2.06000000,4.88000000,957.00,"Radial Velocity",2024,102.4898110,60.3373133
"HD 48948 c","c","HD 48948","HD 48948","HIP 32769",16.90430000,0.1951000000,38.06000000000,0.550000,2.60000000,7.27000000,553.00,"Radial Velocity",2024,102.4898110,60.3373133
"HD 48948 d","d","HD 48948","HD 48948","HIP 32769",16.90430000,0.4894000000,151.92000000000,0.055000,3.24000000,10.59000000,349.00,"Radial Velocity",2024,102.4898110,60.3373133
"HD 177565 b","b","HD 177565","HD 177565","HIP 93858",16.91790000,0.2460000000,44.50500000000,0.059300,4.00000000,15.10000000,,"Radial Velocity",2017,286.7175787,-37.8122394
"GJ 3942 b","b","GJ 3942",,"HIP 79126",16.92870000,0.0608000000,6.90500000000,0.121000,2.57000000,7.14000000,590.00,"Radial Velocity",2017,242.2645452,52.9441443
"GJ 724 b","b","GJ 724",,"HIP 91608",16.96580000,0.0468500000,5.10128400000,0.577000,3.27000000,10.75000000,611.00,"Radial Velocity",2023,280.2383650,-13.3824997
"HD 7924 b","b","HD 7924","HD 7924","HIP 6379",16.99220000,0.0600000000,5.39792000000,0.060000,,2058.25676373,825.90,"Radial Velocity",2008,20.4956562,76.7101475
"HD 7924 c","c","HD 7924","HD 7924","HIP 6379",16.99220000,0.1134000000,15.29900000000,0.098000,,1762.67634522,583.60,"Radial Velocity",2015,20.4956562,76.7101475
"HD 7924 d","d","HD 7924","HD 7924","HIP 6379",16.99220000,0.1551000000,24.45100000000,0.210000,,1568.16536014,499.00,"Radial Velocity",2015,20.4956562,76.7101475
"HR 810 b","b","HR 810","HD 17051","HIP 12653",17.31810000,0.9200000000,302.79999000000,0.140000,12.70000000,1970.53612340,,"Radial Velocity",1999,40.6417178,-50.7993484
"HD 10647 b","b","HD 10647","HD 10647","HIP 7978",17.33570000,2.0150000000,989.20000000000,0.150000,13.80000000,298.75000000,,"Radial Velocity",2006,25.6233526,-53.7412852
"rho CrB b","b","rho CrB","HD 143761","HIP 78459",17.46710000,0.2245000000,39.84900000000,0.046000,13.70000000,347.99500000,614.00,"Radial Velocity",1997,240.2600639,33.3001861
"rho CrB c","c","rho CrB","HD 143761","HIP 78459",17.46710000,0.4206000000,102.03600000000,0.048000,5.68000000,27.44200000,448.10,"Radial Velocity",2016,240.2600639,33.3001861
"rho CrB e","e","rho CrB","HD 143761","HIP 78459",17.46710000,0.1061000000,12.90400000000,0.082000,1.75000000,3.71000000,,"Radial Velocity",2023,240.2600639,33.3001861
"GJ 504 b","b","GJ 504","HD 115383","HIP 64792",17.52990000,43.5000000000,,,12.10569916,1271.30000000,510.00,"Imaging",2013,199.1923480,9.4249781
"GJ 3021 b","b","GJ 3021","HD 1237","HIP 1292",17.55590000,0.4900000000,133.71000000000,0.511000,13.10000000,1071.04000000,350.00,"Radial Velocity",2000,4.0634323,-79.8514218
"LSPM J2116+0234 b","b","LSPM J2116+0234",,,17.62970000,0.0876000000,14.43990000000,0.183000,3.71000000,13.30000000,,"Radial Velocity",2019,319.1147513,2.5807711
"HIP 38594 b","b","HIP 38594",,"HIP 38594",17.78860000,0.2560000000,60.72200000000,0.170000,2.77000000,8.10000000,,"Radial Velocity",2020,118.5439118,-25.3023073
"HIP 38594 c","c","HIP 38594",,"HIP 38594",17.78860000,3.8050000000,3477.76800000000,0.160000,7.94000000,48.40000000,,"Radial Velocity",2020,118.5439118,-25.3023073
"70 Vir b","b","70 Vir","HD 117176","HIP 65721",17.90110000,0.4810000000,116.68800000000,0.398800,12.60000000,2380.45000000,,"Radial Velocity",1996,202.1064898,13.7763085
"HD 189567 b","b","HD 189567","HD 189567","HIP 98959",17.90550000,0.1110000000,14.28800000000,0.189000,2.85000000,8.50000000,,"Radial Velocity",2021,301.3959616,-67.3237992
"HD 189567 c","c","HD 189567","HD 189567","HIP 98959",17.90550000,0.1970000000,33.68800000000,0.160000,2.54000000,7.00000000,,"Radial Velocity",2021,301.3959616,-67.3237992
"HD 3765 b","b","HD 3765","HD 3765","HIP 3206",17.92600000,2.1080000000,1211.00000000000,0.298000,8.56000000,54.98431441,,"Radial Velocity",2021,10.2072994,40.1842918
"14 Her b","b","14 Her","HD 145675","HIP 79248",17.93230000,2.8390000000,1766.41000000000,0.368300,12.50000000,2828.67282230,,"Radial Velocity",2002,242.6021014,43.8163621
"HD 145675 c","c","14 Her","HD 145675","HIP 79248",17.93230000,20.0000000000,15732.45889000000,0.520000,12.60000000,2510.84441530,,"Radial Velocity",2021,242.6021014,43.8163621
"HD 153557 b","b","HD 153557","HD 153557","HIP 83020 A",17.94120000,0.0680000000,7.29903000000,0.065000,4.77000000,20.34101805,,"Radial Velocity",2022,254.4706516,47.3678558
"HD 153557 c","c","HD 153557","HD 153557","HIP 83020 A",17.94120000,0.1110000000,15.27018000000,0.511000,4.36000000,17.48056238,,"Radial Velocity",2022,254.4706516,47.3678558
"HD 153557 d","d","HD 153557","HD 153557","HIP 83020 A",17.94120000,21.4490000000,40654.64809000000,0.152000,11.90000000,8725.66108578,,"Radial Velocity",2022,254.4706516,47.3678558
"TOI-4527.01","b","TOI-4527",,"HIP 6069",18.10370000,0.0083323530,0.39944450000,,0.90866170,0.68900000,1362.93,"Transit",2024,19.4722574,5.4711996
"HN Peg b","b","HN Peg","HD 206860","HIP 107350",18.11860000,773.0000000000,,,11.77680000,6991.57000000,,"Imaging",2006,326.1315705,14.7714524
"GJ 3998 b","b","GJ 3998",,"HIP 84460",18.14590000,0.0300000000,2.65033000000,0.000000,1.39000000,2.50000000,,"Radial Velocity",2016,259.0020507,11.0561751
"GJ 3998 c","c","GJ 3998",,"HIP 84460",18.14590000,0.0900000000,13.72700000000,0.000000,2.50000000,6.82000000,,"Radial Velocity",2016,259.0020507,11.0561751
"GJ 3998 d","d","GJ 3998",,"HIP 84460",18.14590000,0.1890000000,41.78000000000,0.000000,2.34000000,6.07000000,,"Radial Velocity",2025,259.0020507,11.0561751
"HD 99492 b","b","HD 99492","HD 99492","HIP 55848",18.20380000,0.1200000000,17.05030000000,0.034000,5.44000000,25.50000000,,"Radial Velocity",2004,171.6896870,3.0071331
"HD 99492 c","c","HD 99492","HD 99492","HIP 55848",18.20380000,,95.23300000000,0.063000,4.42000000,17.90000000,,"Radial Velocity",2023,171.6896870,3.0071331
"LHS 1478 b","b","LHS 1478",,,18.22760000,0.0184800000,1.94953780000,,1.24200000,2.33000000,595.00,"Transit",2021,44.3388743,76.5514045
"GJ 3222 b","b","GJ 3222","HD 21175","HIP 15799",18.23817000,0.0910000000,10.66669000000,0.929000,3.40000000,11.44182265,,"Radial Velocity",2022,50.8972464,-40.0762325
"HD 154088 b","b","HD 154088","HD 154088","HIP 83541",18.26920000,0.1340000000,18.56000000000,0.344000,2.46000000,6.60000000,,"Radial Velocity",2021,256.1164214,-28.5838342
"HD 39091 b","b","HD 39091","HD 39091","HIP 26394",18.27020000,3.2800000000,2088.80000000000,0.642000,12.30000000,4481.38053870,,"Radial Velocity",2001,84.2992798,-80.4646041
"pi Men c","c","HD 39091","HD 39091","HIP 26394",18.27020000,0.0683900000,6.26783990000,0.000000,2.01890000,3.63000000,1169.80,"Transit",2018,84.2992798,-80.4646041
"pi Men d","d","HD 39091","HD 39091","HIP 26394",18.27020000,0.5060000000,124.64000000000,0.220000,3.72000000,13.38000000,,"Radial Velocity",2022,84.2992798,-80.4646041
"HD 27442 b","b","HD 27442","HD 27442","HIP 19921",18.27040000,1.2710000000,428.10000000000,0.060000,13.50000000,495.80000000,,"Radial Velocity",2000,64.1205476,-59.3028771
"HD 154345 b","b","HD 154345","HD 154345","HIP 83389",18.28400000,4.1580000000,3280.00000000000,0.058000,13.70000000,376.94449070,,"Radial Velocity",2006,255.6524619,47.0855544
"HD 87883 b","b","HD 87883","HD 87883","HIP 49699",18.29120000,3.7700000000,3006.00000000000,0.720000,12.70000000,2005.49724817,,"Radial Velocity",2009,152.1794175,34.2419984
"GJ 463 b","b","GJ 463",,"HIP 60398",18.35540000,3.5300000000,3459.00000000000,0.146000,13.10000000,1080.61658380,,"Radial Velocity",2022,185.7440496,64.0324311
"TOI-5388.01","b","TOI-5388",,,18.52260000,0.0243358550,2.59467480000,,0.99000000,2.20000000,488.00,"Transit",2024,152.1765169,35.5475571
"HIP 54373 b","b","HIP 54373",,"HIP 54373",18.71680000,0.0630000000,7.76000000000,0.200000,2.87000000,8.62000000,,"Radial Velocity",2019,166.8643532,-19.2916857
"HIP 54373 c","c","HIP 54373",,"HIP 54373",18.71680000,0.0990000000,15.14400000000,0.200000,3.57000000,12.44000000,,"Radial Velocity",2019,166.8643532,-19.2916857
"TOI-6716 b","b","TOI-6716",,,18.88730000,0.0319000000,4.71858980000,0.880000,0.98200000,0.91100000,369.00,"Transit",2026,111.6570820,-30.5521801
"WD 0806-661 b","b","WD 0806-661",,,19.24440000,2500.0000000000,,,12.60000000,2542.62725600,340.00,"Imaging",2011,121.7275683,-66.3058835
"HD 216520 b","b","HD 216520","HD 216520","HIP 112527",19.55200000,0.1980000000,35.45000000000,0.090000,3.18000000,10.26000000,,"Radial Velocity",2020,341.8768719,83.6975307
"HD 216520 c","c","HD 216520","HD 216520","HIP 112527",19.55200000,0.5280000000,154.43000000000,0.120000,3.03000000,9.44000000,,"Radial Velocity",2020,341.8768719,83.6975307
"TOI-2194 b","b","TOI-2194",,,19.57110000,,15.33759700000,,1.98920000,4.61000000,590.88,"Transit",2023,299.1563393,-31.3351812
"HD 192263 b","b","HD 192263","HD 192263","HIP 99711",19.63590000,0.1500000000,24.35560000000,0.050000,14.20000000,177.98480000,486.00,"Radial Velocity",1999,303.4990864,-0.8657574
"bet Pic b","b","bet Pic","HD 39060","HIP 27321",19.74420000,10.0180000000,8617.50952000000,0.106000,18.49485000,3727.80938570,1612.00,"Imaging",2008,86.8212337,-51.0661480
"bet Pic c","c","bet Pic","HD 39060","HIP 27321",19.74420000,2.6800000000,1192.77951000000,0.314000,12.50000000,3222.46221857,1250.00,"Radial Velocity",2019,86.8212337,-51.0661480
