pl_name,pl_letter,hostname,hd_name,hip_name,sy_dist,pl_orbsmax,pl_orbper,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,discoverymethod,disc_year,ra,dec
"HD 20781 b","b","HD 20781","HD 20781","HIP 15526",35.97150000,0.0529000000,5.31350000000,0.100000,1.21000000,1.93000000,,"Radial Velocity",2019,50.0139757,-28.7841175
"HD 20781 c","c","HD 20781","HD 20781","HIP 15526",35.97150000,0.1004000000,13.89050000000,0.090000,2.17000000,5.33000000,,"Radial Velocity",2019,50.0139757,-28.7841175
"HD 20781 d","d","HD 20781","HD 20781","HIP 15526",35.97150000,0.1647000000,29.15800000000,0.110000,3.25000000,10.61000000,,"Radial Velocity",2019,50.0139757,-28.7841175
"HD 20781 e","e","HD 20781","HD 20781","HIP 15526",35.97150000,0.3374000000,85.50730000000,0.060000,3.83000000,14.03000000,,"Radial Velocity",2019,50.0139757,-28.7841175
"HD 20782 b","b","HD 20782","HD 20782","HIP 15527",35.98640000,1.3649000000,597.06430000000,0.950000,13.60000000,472.83000000,,"Radial Velocity",2006,50.0166232,-28.8543535
"TOI-1266 b","b","TOI-1266",,,36.01180000,0.0730000000,10.89450000000,0.039000,2.52000000,4.46000000,415.00,"Transit",2020,197.9965833,65.8336973
"TOI-1266 c","c","TOI-1266",,,36.01180000,0.1050000000,18.80270000000,0.071000,1.98000000,3.17000000,346.00,"Transit",2020,197.9965833,65.8336973
"TOI-1266 d","d","TOI-1266",,,36.01180000,0.1513000000,32.50900000000,0.087000,1.74000000,3.68000000,288.00,"Transit Timing Variations",2025,197.9965833,65.8336973
"TOI-2431 b","b","TOI-2431",,"HIP 11707",36.05590000,0.0063000000,0.22419578000,0.000000,1.53400000,6.20000000,2063.00,"Transit",2026,37.7652989,8.3816255
"HD 7199 b","b","HD 7199","HD 7199","HIP 5529",36.15310000,1.3600000000,615.00000000000,0.190000,,3639.13526015,,"Radial Velocity",2011,17.6979344,-66.1886947
"HD 113337 b","b","HD 113337","HD 113337","HIP 63584",36.18000000,1.0220000000,317.58639000000,0.280000,13.10000000,1035.80277841,,"Radial Velocity",2013,195.4438496,63.6103280
"HD 113337 c","c","HD 113337","HD 113337","HIP 63584",36.18000000,6.8050000000,5429.93477000000,0.164000,12.10000000,6299.67685515,,"Radial Velocity",2020,195.4438496,63.6103280
"HD 156279 b","b","HD 156279","HD 156279","HIP 84171",36.19450000,0.5020000000,133.40355000000,0.647000,12.50000000,2997.75753482,,"Radial Velocity",2011,258.0966686,63.3527828
"HD 156279 c","c","HD 156279","HD 156279","HIP 84171",36.19450000,5.4860000000,4818.25358000000,0.261000,12.50000000,3098.82696825,,"Radial Velocity",2018,258.0966686,63.3527828
"Kepler-444 b","b","Kepler-444",,"HIP 94931",36.43960000,0.0417800000,3.60010530000,0.160000,0.40300000,0.03740000,938.00,"Transit",2015,289.7528323,41.6318840
"Kepler-444 c","c","Kepler-444",,"HIP 94931",36.43960000,0.0488100000,4.54588410000,0.310000,0.49700000,0.07930000,868.00,"Transit",2015,289.7528323,41.6318840
"Kepler-444 d","d","Kepler-444",,"HIP 94931",36.43960000,0.0600000000,6.18939200000,0.180000,0.53000000,0.20000000,783.00,"Transit",2015,289.7528323,41.6318840
"Kepler-444 e","e","Kepler-444",,"HIP 94931",36.43960000,0.0696000000,7.74349300000,0.100000,0.54600000,0.10000000,727.00,"Transit",2015,289.7528323,41.6318840
"Kepler-444 f","f","Kepler-444",,"HIP 94931",36.43960000,0.0811000000,9.74048600000,0.290000,0.74100000,0.33200000,673.00,"Transit",2015,289.7528323,41.6318840
"TOI-2128 b","b","TOI-2128",,"HIP 83827",36.57800000,0.1270000000,16.34136000000,0.000000,2.08874836,4.50000000,780.53,"Transit",2024,256.9817998,32.1053027
"TOI-2459 b","b","TOI-2459",,,36.61130000,,19.10471800000,,2.95310000,9.03000000,445.01,"Transit",2023,82.1433321,-39.3730456
"HD 216770 b","b","HD 216770","HD 216770","HIP 113238",36.66250000,0.4600000000,118.45000000000,0.370000,14.10000000,181.16310000,,"Radial Velocity",2003,343.9748751,-26.6595286
"HD 41004 A b","b","HD 41004 A","HD 41004 A","HIP 28393 A",36.69117000,,963.00000000000,0.740000,13.20000000,807.25000000,,"Radial Velocity",2004,89.9566041,-48.2394189
"HD 73256 c","c","HD 73256","HD 73256","HIP 42214",36.70800000,3.8000000000,2690.00000000000,0.160000,12.20000000,5085.25451200,,"Radial Velocity",2023,129.0949961,-30.0373339
"HD 42012 b","b","HD 42012","HD 42012","HIP 29242",36.79840000,1.6700000000,857.50000000000,0.200000,13.50000000,508.52800000,,"Radial Velocity",2017,92.4854730,34.1341722
"HD 95338 b","b","HD 95338","HD 95338","HIP 53719",36.99410000,0.2620000000,55.08269400000,0.197000,4.27174254,42.90000000,443.00,"Radial Velocity",2020,164.8563364,-56.6235564
